

    0.175000879463370454E-03    0.510575336400763291E+01    0.514875776618775344E+05    0.387269152764332603E+01
    0.175018468185619570E-03    0.510487301332423460E+01    0.514911333914920615E+05    0.386781119914224858E+01
    0.174979452863517810E-03    0.510463955754386323E+01    0.514205532548572592E+05    0.386708047319944637E+01
    0.174957445369971749E-03    0.510421176928387155E+01    0.514287902513596564E+05    0.386634817968386590E+01
    0.174935375520238634E-03    0.510378472557425855E+01    0.514657735765995385E+05    0.386586000431741983E+01
    0.174891926809160711E-03    0.510360217958161932E+01    0.513617223318455581E+05    0.387391214583588983E+01
    0.174852837715242903E-03    0.510336989027434562E+01    0.513947869577735328E+05    0.386854463366181767E+01
    0.174856936689737175E-03    0.510264365814823151E+01    0.513622749058821355E+05    0.387025251380585855E+01
    0.174814102324727925E-03    0.510245430646644937E+01    0.514144606420002528E+05    0.387269139647855187E+01
    0.174763594412022459E-03    0.510235288925224495E+01    0.514274652671549338E+05    0.386634824975031099E+01
    0.174715214553943307E-03    0.510222727867300918E+01    0.513687013194111278E+05    0.386952048051258712E+01
    0.174696052018557114E-03    0.510176730025189595E+01    0.514220475776045860E+05    0.386781184998473249E+01
    0.174696984744942554E-03    0.510107727417765400E+01    0.515233388799693494E+05    0.386756718615287376E+01
    0.174868831623589390E-03    0.509843152249348641E+01    0.515013205212420871E+05    0.386854373565237486E+01
    0.174813288775830297E-03    0.509838752712032495E+01    0.514081880856658245E+05    0.386854390472515597E+01
    0.174818738432769635E-03    0.509764583195193666E+01    0.514300552901430929E+05    0.387049636357766014E+01
    0.174835804774837810E-03    0.509677124751403809E+01    0.515021678364421605E+05    0.387366705421270741E+01
    0.174842089654923707E-03    0.509602000632316798E+01    0.515067104940274585E+05    0.387269121890544188E+01
    0.174911822700352538E-03    0.509454314866059121E+01    0.514596387426686706E+05    0.386951922060859088E+01
    0.174875643811846861E-03    0.509427752507704135E+01    0.514058974120362109E+05    0.386708040378116413E+01
    0.174901321105358813E-03    0.509330453534599759E+01    0.515073091137928277E+05    0.387025084708471656E+01
    0.174964045709833055E-03    0.509190805903421051E+01    0.513868873346728506E+05    0.387391231292870675E+01
    0.174922158974608993E-03    0.509170757244777494E+01    0.514842360874906371E+05    0.387391135570795031E+01
    0.174931618171674842E-03    0.509092007432962568E+01    0.514261830160919417E+05    0.387269127619259423E+01
