    0.403908683030802407E+00    0.667502298764588442E+00    0.138505173717961788E+10    0.197594999872524873E+06   -0.172550321520011892E+03
    0.391704474341068920E+00    0.607617965864880816E+00    0.140329625014125395E+10    0.208871485287224408E+06   -0.171976531560601330E+03
    0.358010048585796659E+00    0.584150154043166392E+00    0.145465366121701384E+10    0.185518944535554911E+06   -0.171632797136739185E+03
    0.327167975382209042E+00    0.664013833334169856E+00    0.146913008784552598E+10    0.203848218375405530E+06   -0.171585982369035264E+03
    0.399296171949107825E+00    0.627645362918571426E+00    0.143728164319703102E+10    0.180580714113346010E+06   -0.171166607727168184E+03
    0.325553954005112056E+00    0.654759180109844241E+00    0.147358137708323073E+10    0.187454907926785381E+06   -0.171028535138405061E+03
    0.363592580107444385E+00    0.629129659963446386E+00    0.142150527716661119E+10    0.179063071798724239E+06   -0.170980113148638736E+03
    0.346447739540952149E+00    0.649385051227880261E+00    0.144307836438644457E+10    0.182432344715619169E+06   -0.170668281646359560E+03
    0.396050434778264349E+00    0.602135266852959816E+00    0.139151154803258252E+10    0.193297882428843062E+06   -0.170594330086380324E+03
    0.356906548188663186E+00    0.636040814837982360E+00    0.144074775758343768E+10    0.208274064522200642E+06   -0.170551853083937175E+03
    0.386115571198942797E+00    0.625162582372761122E+00    0.143736277497577143E+10    0.184002951027118310E+06   -0.170482635827838493E+03
    0.365448542925921327E+00    0.663490832456723911E+00    0.139615381722861362E+10    0.209712800461008534E+06   -0.170354188838453126E+03
    0.386176326470488829E+00    0.632877100776978008E+00    0.141684170744369650E+10    0.201854282269135147E+06   -0.170285410012615586E+03
    0.391771869754562685E+00    0.606443631134927941E+00    0.140778040492343473E+10    0.187361739676410099E+06   -0.170158155953736525E+03
    0.314977912260651971E+00    0.599727933260737700E+00    0.146291811863451505E+10    0.205482417884873517E+06   -0.170087516290805468E+03
    0.395082205153439392E+00    0.613562750926890388E+00    0.144183147871704745E+10    0.192584886907833832E+06   -0.170046748481045569E+03
    0.392121027903977348E+00    0.652477256404752293E+00    0.142847899960164571E+10    0.196696403724138159E+06   -0.170008599277836424E+03
    0.401607524130943694E+00    0.669963959241326457E+00    0.142939131108782744E+10    0.194835649958472000E+06   -0.169731314730823499E+03
    0.355158957718255675E+00    0.621782669259050458E+00    0.145572771949880838E+10    0.191764006108191825E+06   -0.169682557251437999E+03
    0.397357289218063181E+00    0.606308428994669857E+00    0.137107726263086915E+10    0.183474680213847401E+06   -0.169663302479189923E+03
    0.373492454228833481E+00    0.656773946041660839E+00    0.144091925038276625E+10    0.196712797852011368E+06   -0.169603861670736222E+03
    0.364898566331443019E+00    0.661427631690996165E+00    0.142762856430467415E+10    0.190601226920299407E+06   -0.169471741855516569E+03
    0.415755299685171276E+00    0.604950634691536315E+00    0.140351938657274222E+10    0.183260985672805458E+06   -0.169410765438806209E+03
    0.405581826990018046E+00    0.635928219844525078E+00    0.139972026278947139E+10    0.188223554506168002E+06   -0.169354856103188638E+03
    0.370723065867129165E+00    0.633188767244334816E+00    0.143403732063048840E+10    0.198433257570486487E+06   -0.169333863764957357E+03
    0.356093398090267244E+00    0.665264091814364189E+00    0.145960873007152796E+10    0.193912175176119112E+06   -0.169270716125452907E+03
    0.413916211811985291E+00    0.659806810699439250E+00    0.139291455677327347E+10    0.192817735792060383E+06   -0.169263526557830573E+03
    0.376219779347297556E+00    0.662554172087523874E+00    0.146282138950193238E+10    0.196575502493850945E+06   -0.169246175335336716E+03
    0.407560523384658202E+00    0.600913344043164432E+00    0.139285488064578867E+10    0.185664810387708159E+06   -0.169104421005113664E+03
    0.382445041129757246E+00    0.660393277398994005E+00    0.140955284500554347E+10    0.197085122056406079E+06   -0.169062412626611774E+03
    0.411594519639664369E+00    0.596086333765242671E+00    0.141217514043137074E+10    0.188847618399510189E+06   -0.169019909755132801E+03
    0.347755076119674378E+00    0.684752478293042532E+00    0.145350267744455051E+10    0.206136949435456452E+06   -0.168953581099679383E+03
    0.386118947085083541E+00    0.627880419283596947E+00    0.142411344340807629E+10    0.178075103095619852E+06   -0.168912157961827006E+03
    0.370884103222773986E+00    0.670739583332431000E+00    0.146898217261384273E+10    0.192972999907283462E+06   -0.168896367714343171E+03
    0.406029733467496989E+00    0.643140349968895908E+00    0.139370533912531757E+10    0.184915556645921693E+06   -0.168872545742707075E+03
    0.377921843224629073E+00    0.648079588240506155E+00    0.147147614181306386E+10    0.189740785486236593E+06   -0.168857838379618414E+03
    0.365578608789786597E+00    0.666274195966666927E+00    0.143846066421932483E+10    0.188018706503998052E+06   -0.168841071855254540E+03
    0.372956000280267652E+00    0.639920985463861225E+00    0.144484848920740318E+10    0.185402245260646188E+06   -0.168818048565920378E+03
    0.354364177755189080E+00    0.696850784631312781E+00    0.144464128089914465E+10    0.184875707947115705E+06   -0.168810898111973700E+03
    0.325943885544242251E+00    0.645995954387995841E+00    0.147613194625624418E+10    0.189860834882785886E+06   -0.168761042597982566E+03
    0.376055416722899216E+00    0.678227594257075239E+00    0.145177584412695789E+10    0.190506530920468300E+06   -0.168642448624421149E+03
    0.392768375364480782E+00    0.609306751224375720E+00    0.139451948850137305E+10    0.188921237614948943E+06   -0.168627411818590673E+03
    0.379026873331455461E+00    0.650037421843843610E+00    0.142365517946282721E+10    0.194415452334193658E+06   -0.168617413938767413E+03
    0.379641696418057395E+00    0.622025320130429549E+00    0.140354046891553903E+10    0.196190605568969651E+06   -0.168599290659615065E+03
    0.392914501148655726E+00    0.670139376935522613E+00    0.139464886521866703E+10    0.205056533668026881E+06   -0.168586941836242289E+03
    0.372129366529491690E+00    0.667297910002480954E+00    0.142746438938025236E+10    0.191894917601438268E+06   -0.168573880791918555E+03
    0.380708056845182052E+00    0.630980555677515209E+00    0.137747499121481991E+10    0.205101756947936607E+06   -0.168558085507466274E+03
    0.373536836357930280E+00    0.637497154401096111E+00    0.144665827626246047E+10    0.197071284118877782E+06   -0.168527990663791059E+03
    0.381568879410508210E+00    0.661306134217105157E+00    0.140464257798963499E+10    0.187576831260596315E+06   -0.168515148106311358E+03
    0.389304906611258106E+00    0.617018580165372477E+00    0.139792090646026587E+10    0.185481503693963547E+06   -0.168501528075957197E+03
    0.391397653763359055E+00    0.655326017461453247E+00    0.138454162294547582E+10    0.191714362498947070E+06   -0.168486145049010105E+03
    0.363621683838852294E+00    0.644814380696091316E+00    0.142608715252767086E+10    0.184752199926114990E+06   -0.168475223027204152E+03
    0.372113952901042433E+00    0.656486504788539982E+00    0.139197038095180392E+10    0.194393573002653924E+06   -0.168473222406945553E+03
    0.402411995512635290E+00    0.605382750709888562E+00    0.138479130612953305E+10    0.207602963603985874E+06   -0.168470127847304099E+03
