    0.150897336006164551E+02   -0.539865970611572266E+01    0.891553094108926582E+10    0.482394182204174576E+05   -0.181904279459420266E+07   -0.621460743175560815E+01    1
    0.169980382919311523E+02   -0.710023760795593262E+01    0.818108082415173721E+10    0.263295559556571068E+06   -0.180036345859004883E+07   -0.621660743175561681E+01    1
    0.171750646829605103E+02   -0.487347960472106934E+01    0.894472134176238632E+10    0.300172387133723532E+04   -0.148524729765106505E+07   -0.621860743175561392E+01    1
    0.242345416545867920E+02   -0.922898411750793457E+01    0.820724138036245155E+10    0.170037256942519946E+03   -0.123326384900701838E+07   -0.622060743175561814E+01    1
    0.173319923877716064E+02   -0.482843399047851562E+01    0.714987538245059872E+10    0.560320421316221768E+03   -0.901889849340562243E+06   -0.622260743175562414E+01    1
    0.152179300785064697E+02    0.577352523803710938E+01    0.825026286178493500E+10    0.292519975933985870E+04   -0.887346443428583443E+06   -0.622460743175562925E+01    1
    0.161153846979141235E+02   -0.555785417556762695E+01    0.607739401569856262E+10    0.326839606269402225E+03   -0.777535546960165258E+06   -0.622660743175562548E+01    1
    0.249426817893981934E+02   -0.421254038810729980E+01    0.808935108974188232E+10    0.705300009871554794E+05   -0.751259842345958808E+06   -0.622860743175562526E+01    1
    0.239108556509017944E+02    0.394268155097961426E+01    0.888871189741453743E+10    0.293262026132323663E+05   -0.749481255841938546E+06   -0.623060743175562948E+01    1
    0.232629138231277466E+02    0.494875073432922363E+01    0.813451392368437862E+10    0.193897045592333143E+04   -0.744656863164986018E+06   -0.623260743175562393E+01    1
    0.174370461702346802E+02    0.503850460052490234E+01    0.745788726536487675E+10    0.186284060321552687E+03   -0.734041225557694910E+06   -0.623460743175563081E+01    1
    0.203561866283416748E+02   -0.267658948898315430E+01    0.939327943613319016E+10    0.496655686461105006E+03   -0.715033285749999457E+06   -0.623660743175562082E+01    1
    0.189072394371032715E+02   -0.793027877807617188E+01    0.546231660195025158E+10    0.107228951967618082E+04   -0.655422995384501526E+06   -0.623860743175562416E+01    1
    0.219257295131683350E+02    0.358494043350219727E+01    0.625760544379542351E+10    0.806852798430595547E+06   -0.634749175054403138E+06   -0.624060743175563726E+01    1
    0.192577129602432251E+02   -0.880746722221374512E+01    0.519933507583953381E+10    0.111482056449944794E+05   -0.591078616113191471E+06   -0.624260743175562549E+01    1
    0.166890347003936768E+02   -0.824989914894104004E+01    0.492870822404771805E+10    0.999186743896138864E+03   -0.588010366769326734E+06   -0.624460743175562794E+01    1
    0.203774023056030273E+02    0.517682552337646484E+01    0.663293162070175076E+10    0.115784548926074604E+04   -0.527063812940616277E+06   -0.624660743175561439E+01    1
    0.162065565586090088E+02   -0.549024581909179688E+01    0.487768115629386234E+10    0.583259724084466288E+05   -0.498249318656193442E+06   -0.624860743175559463E+01    1
    0.225105237960815430E+02   -0.164689540863037109E+01    0.780496891400177670E+10    0.694599408803105238E+06   -0.495200342780998792E+06   -0.625060743175561750E+01    1
    0.186451488733291626E+02    0.730163216590881348E+01    0.877864291744919205E+10    0.348530363838439633E+06   -0.493530154422110878E+06   -0.625260743175562173E+01    1
    0.235120087862014771E+02    0.473764181137084961E+01    0.651063172832338333E+10    0.240987218488268070E+03   -0.449037919695736608E+06   -0.625460743175560463E+01    1
    0.161502605676651001E+02    0.551788806915283203E+00    0.596181131883200264E+10    0.875974155300445971E+06   -0.431300264464416425E+06   -0.625660743175562306E+01    1
    0.162502020597457886E+02   -0.167250633239746094E-01    0.920346340178932571E+10    0.157078737173130881E+06   -0.428430975828577532E+06   -0.625860743175563883E+01    1
    0.223618865013122559E+02   -0.910182356834411621E+01    0.465098779013140106E+10    0.101631891919247508E+03   -0.412041440115937789E+06   -0.626060743175564038E+01    1
    0.235398232936859131E+02    0.520319700241088867E+01    0.591901608024149990E+10    0.584897266561134984E+04   -0.379596360306270013E+06   -0.626260743175563128E+01    1
    0.207705718278884888E+02   -0.294265508651733398E+01    0.550660527449126244E+10    0.387685677858734212E+06   -0.368450769584669266E+06   -0.626460743175563195E+01    1
    0.209574526548385620E+02   -0.213346958160400391E+01    0.791663814973439598E+10    0.625433933148657161E+03   -0.349706672758645494E+06   -0.626660743175561752E+01    1
    0.174769556522369385E+02   -0.989855766296386719E+01    0.395885979518293810E+10    0.847145506627637806E+05   -0.342815864501725533E+06   -0.626860743175560398E+01    1
    0.183342927694320679E+02   -0.743769168853759766E+01    0.390342414385607529E+10    0.142349464218467887E+03   -0.329941910501376085E+06   -0.627060743175561264E+01    1
    0.197404640913009644E+02    0.527011752128601074E+01    0.509138344830408382E+10    0.116673443893474716E+06   -0.329283647677033092E+06   -0.627260743175561153E+01    1
    0.174268054962158203E+02   -0.317705392837524414E+01    0.547077046787215424E+10    0.271368936710791695E+04   -0.326785150419807294E+06   -0.627460743175562907E+01    1
    0.204211205244064331E+02    0.709775209426879883E+01    0.518573348093525791E+10    0.853855391491816845E+06   -0.310794574648141221E+06   -0.627660743175563507E+01    1
    0.165201461315155029E+02   -0.144425630569458008E+01    0.723888458363453579E+10    0.490356506068556882E+03   -0.307067032290893840E+06   -0.627860743175562508E+01    1
    0.196085685491561890E+02    0.322502970695495605E+01    0.567936083010419178E+10    0.179779726346700522E+04   -0.268731703960002284E+06   -0.628060743175561775E+01    1
    0.160061675310134888E+02    0.440767884254455566E+01    0.456555109936931896E+10    0.942969824029174197E+04   -0.262331119018345256E+06   -0.628260743175562553E+01    1
    0.204082447290420532E+02    0.212607502937316895E+01    0.716605834353413773E+10    0.320124124137160038E+03   -0.261372274974843167E+06   -0.628460743175561731E+01    1
    0.209757250547409058E+02    0.177485704421997070E+01    0.742511867238814163E+10    0.164836872931054968E+05   -0.241595635424512671E+06   -0.628660743175561265E+01    1
    0.156446772813796997E+02   -0.843586444854736328E+01    0.248007826836450720E+10    0.351683791818202648E+06   -0.235106526230254531E+06   -0.628860743175561243E+01    1
    0.231547582149505615E+02   -0.991398930549621582E+01    0.255285724173236513E+10    0.594340023303099908E+06   -0.234584552600817638E+06   -0.629060743175560244E+01    1
    0.221854245662689209E+02    0.381802439689636230E+01    0.500799145829622269E+10    0.321717658572383016E+04   -0.219256773037917184E+06   -0.629260743175560666E+01    1
    0.186512982845306396E+02   -0.865357995033264160E+01    0.314135043384295368E+10    0.265712224504185542E+04   -0.214639452142498980E+06   -0.629460743175559845E+01    1
    0.226581537723541260E+02   -0.898016571998596191E+01    0.321667856642200422E+10    0.820832730269052845E+05   -0.210537670880026446E+06   -0.629660743175561777E+01    1
    0.169802522659301758E+02   -0.567139387130737305E+01    0.334301825902902365E+10    0.122669617462436221E+03   -0.208585476580524177E+06   -0.629860743175561844E+01    1
    0.155514866113662720E+02   -0.577032089233398438E+01    0.307938590121043968E+10    0.369065243338625660E+05   -0.205091447286684532E+06   -0.630060743175561555E+01    1
    0.201726078987121582E+02   -0.220742225646972656E+01    0.560294198673358727E+10    0.383477385317216686E+05   -0.195020776317742420E+06   -0.630260743175562688E+01    1
