    0.307426349174762747E+00    0.541626079263174631E+00    0.355825546355611706E+10   -0.152459263237431799E+03
    0.283380073361380325E+00    0.463030465890156506E+00    0.369296338360100031E+10   -0.151782914092205090E+03
    0.323848239246955993E+00    0.380047686560063269E+00    0.348454593742239428E+10   -0.151483213617292648E+03
    0.308253512506852068E+00    0.531627586407331876E+00    0.356294132028657961E+10   -0.151133551977597335E+03
    0.248795873296888903E+00    0.452092025247310403E+00    0.398325867010116625E+10   -0.150711445796278156E+03
    0.309944599476447202E+00    0.515837028627352367E+00    0.361334196804171467E+10   -0.150550986491551839E+03
    0.296715198038823735E+00    0.484200874635750012E+00    0.370613726588559198E+10   -0.150524887832340369E+03
    0.319592983182480195E+00    0.553069336249512489E+00    0.349932284284662008E+10   -0.150384382325992277E+03
    0.314082339215399520E+00    0.492057754455359486E+00    0.355543065744901991E+10   -0.150293224147327095E+03
    0.290760951945375268E+00    0.510263518459996845E+00    0.368426786583799744E+10   -0.150231679413270854E+03
    0.300434426922615627E+00    0.461935994496801783E+00    0.364859396674421883E+10   -0.150025419752585833E+03
    0.270916148076528973E+00    0.413388704154865394E+00    0.378839005093398952E+10   -0.149961483787296288E+03
    0.295317155856631708E+00    0.474187046075462248E+00    0.363253968268505335E+10   -0.149828160405635657E+03
    0.289001481948647221E+00    0.552498979322873396E+00    0.371568854441990423E+10   -0.149780346948658092E+03
    0.314754896499863268E+00    0.502070063682973355E+00    0.361385030823010445E+10   -0.149758489934657177E+03
    0.280756218565165916E+00    0.512754748766976576E+00    0.376543090913988543E+10   -0.149741419471024784E+03
    0.261096540423987278E+00    0.557410823554963741E+00    0.391862984985851336E+10   -0.149678585791186663E+03
    0.275584406523159131E+00    0.541372468130528972E+00    0.377507119382700920E+10   -0.149569965912394053E+03
    0.307914818798944778E+00    0.502842107131634464E+00    0.357885444263816071E+10   -0.149400308806007871E+03
    0.258125916691506196E+00    0.578727367210731813E+00    0.392642893991903353E+10   -0.149358129008149973E+03
    0.290129674009236282E+00    0.471132149914179621E+00    0.368559971681235886E+10   -0.149315867642251646E+03
    0.275657685978942413E+00    0.509936960411035756E+00    0.378538670994740582E+10   -0.149308295181595469E+03
    0.289853564793846719E+00    0.487636202224868143E+00    0.367907842737709188E+10   -0.149283446994887925E+03
    0.288037316210514871E+00    0.504607454354840002E+00    0.374731764811801720E+10   -0.149249014019648826E+03
    0.296324245922283014E+00    0.463842881559511255E+00    0.366409780747205830E+10   -0.149247432479213785E+03
    0.322252498399644927E+00    0.556610645010781724E+00    0.354713679043944597E+10   -0.149199042429007761E+03
    0.319978718082572833E+00    0.495989196167181845E+00    0.350363468958969355E+10   -0.149174080671149540E+03
    0.286508817687713635E+00    0.472838217051666732E+00    0.369140076763468838E+10   -0.149135101456997006E+03
    0.298905371433028533E+00    0.525095769429661630E+00    0.365314038602126122E+10   -0.149120844251624050E+03
    0.275513343135961153E+00    0.381202861496522161E+00    0.377004795800937653E+10   -0.149099558588913624E+03
    0.309895110920404060E+00    0.463502379104847151E+00    0.357493042349607372E+10   -0.149094825476633162E+03
    0.280412925840485938E+00    0.483171108251186254E+00    0.379639158167182446E+10   -0.149090811372184675E+03
    0.330511175136642965E+00    0.592404655648504530E+00    0.351639473554864407E+10   -0.149062575860569041E+03
    0.259220335414116321E+00    0.508982026167124957E+00    0.390682829499979544E+10   -0.149044179250957455E+03
    0.254997668827831980E+00    0.575225729658658480E+00    0.395345569668372869E+10   -0.149025531910083032E+03
    0.308418254805018555E+00    0.517880830759736455E+00    0.356831451462470198E+10   -0.149006160338644719E+03
    0.265536061938136003E+00    0.613079411342482672E+00    0.387458821694305801E+10   -0.148931241913960491E+03
    0.290924182023261590E+00    0.519556416981046709E+00    0.366527004291109514E+10   -0.148895966869307472E+03
    0.319189277538180438E+00    0.549865728049258706E+00    0.351734044391360426E+10   -0.148881720266207878E+03
    0.259665938649269123E+00    0.579943503219901402E+00    0.391258615574688673E+10   -0.148878380486290780E+03
    0.342223070151597364E+00    0.561495181778807861E+00    0.346245200492662811E+10   -0.148815766194110324E+03
    0.342661437134297753E+00    0.574248726319945391E+00    0.344115583744856739E+10   -0.148783006463196386E+03
    0.288276751072824744E+00    0.497411227696298752E+00    0.370410441223350334E+10   -0.148762656177036007E+03
    0.292840953235668278E+00    0.417613576577899437E+00    0.364834861773502159E+10   -0.148675511528018490E+03
    0.308022538863576667E+00    0.462517999386344414E+00    0.359773773262351322E+10   -0.148663393757769484E+03
    0.303240694965971502E+00    0.471065367292881731E+00    0.361339010694728994E+10   -0.148651657823743250E+03
    0.323155949806074483E+00    0.443372031730163485E+00    0.351151436562261963E+10   -0.148632655920142895E+03
    0.276983624772529802E+00    0.459795464815243804E+00    0.382541420286436558E+10   -0.148624505151393009E+03
    0.291259104821137260E+00    0.529639896274430200E+00    0.369971960542013884E+10   -0.148610554158465561E+03
    0.280832068834219850E+00    0.484756117526059072E+00    0.376584248051920366E+10   -0.148568953930668783E+03
    0.301148637537487773E+00    0.554554537761962507E+00    0.365295680023106098E+10   -0.148557079402200543E+03
    0.273931504416584815E+00    0.558301531089895775E+00    0.382145426112359095E+10   -0.148540874848388029E+03
    0.270784254638991029E+00    0.453054180579803401E+00    0.384857771101123381E+10   -0.148497847489010098E+03
    0.295654010321945104E+00    0.412752351055704736E+00    0.363626191667408609E+10   -0.148482835131747834E+03
    0.301628878938030198E+00    0.392123168856342019E+00    0.361332903095790625E+10   -0.148473448027804181E+03
    0.282130721397342243E+00    0.489518731036147514E+00    0.372366877657095194E+10   -0.148465306109354344E+03
    0.259680416969972905E+00    0.595597315776199565E+00    0.392477830765639591E+10   -0.148458186877683886E+03
    0.301677152350457278E+00    0.446023032518855445E+00    0.360328310579130697E+10   -0.148441772299572563E+03
    0.302319842772652392E+00    0.520709533184856355E+00    0.363220284543260241E+10   -0.148316658157405698E+03
    0.293934194476766275E+00    0.428640909424300887E+00    0.364782270384862041E+10   -0.148304479915637160E+03
    0.321547061233600606E+00    0.518089350583760933E+00    0.353243682830794668E+10   -0.148285676409280114E+03
    0.270938796737235199E+00    0.510712898287579264E+00    0.385231468643964863E+10   -0.148233709436799586E+03
