

    0.104100443156447001E-98    0.760645328438845354E+03    0.410527855050879742E+00    0.857045025763550239E+00    0.201024386707925177E+10    0.496928319329272083E+06
    0.571738998147715698E-98    0.757218675723521642E+03    0.739777909739772976E+00    0.729059945632054784E+00    0.160967737735592723E+10    0.336401441142292751E+06
    0.651600870504788390E-98    0.756937176478768606E+03    0.128828605787685091E+01    0.716795232215957423E+00    0.156500621305874300E+10    0.159014213783835585E+06
    0.718681178846841335E-98    0.756721205231406884E+03    0.578574058529320534E+00    0.778193681012526284E+00    0.178023918691074061E+10    0.320991454090340238E+06
    0.199795081806850219E-96    0.750051116031485435E+03    0.731766101735274788E+00    0.700807734694242956E+00    0.197799250417354417E+10    0.227419970276269538E+06
    0.249598900743081808E-96    0.749585990067322882E+03    0.748270015453354032E+00    0.933058881830889142E+00    0.191290777555033517E+10    0.265481326651577081E+06
    0.609060570192051091E-96    0.747781865089730331E+03    0.874775561507445731E+00    0.602071213183114295E+00    0.176906386415982580E+10    0.404241208597022225E+06
    0.680290218401796140E-96    0.747540661534370088E+03    0.126441505581151925E+01    0.648703661120993313E+00    0.143842424116261148E+10    0.334538857187978458E+06
    0.869602666658316383E-96    0.747029627727472302E+03    0.111353432586969525E+01    0.941523208732781836E+00    0.161048446180378652E+10    0.207761167909972719E+06
    0.338527800447761190E-95    0.744291317911490069E+03    0.944266791799826088E+00    0.595696255285855791E+00    0.156535038918148232E+10    0.335186558107872959E+06
    0.158656181176957371E-94    0.741181881203448711E+03    0.122116375436304869E+01    0.743246845101169562E+00    0.148676242374575567E+10    0.200713651271721261E+06
    0.162159022434546983E-94    0.741118205212719658E+03    0.309298521955563288E+00    0.873313104192771306E+00    0.216887409303107023E+10    0.427536021748520143E+06
    0.109464496018181303E-93    0.737278989455374585E+03    0.522860320467561812E+00    0.780405530508595291E+00    0.197876786135633183E+10    0.501881219275480311E+06
    0.159116961164913401E-93    0.736510910900968611E+03    0.328091085782468039E+00    0.696184502405501338E+00    0.228633638921256256E+10    0.429570541971380706E+06
    0.642858371066996618E-93    0.733698341099681556E+03    0.467960010446520080E+00    0.721765538374429472E+00    0.192740058129800582E+10    0.502602045421892835E+06
    0.226877157307151060E-92    0.731156202360661837E+03    0.428513551912197421E+00    0.815718432048814890E+00    0.190438230878510165E+10    0.458846448582640267E+06
    0.471983564508796812E-90    0.720460791088170481E+03    0.105648581514855744E+01    0.669434188442108891E+00    0.165057979122068167E+10    0.199079688837801921E+06
    0.789492022683333598E-90    0.719411899957456399E+03    0.105276142633794856E+01    0.808938920601167677E+00    0.151542422761058807E+10    0.258660402387058304E+06
    0.832274070421936533E-90    0.719286355819933192E+03    0.118075135695072886E+01    0.915391282257987715E+00    0.157662076010291958E+10    0.231679923997706588E+06
    0.110841510888510695E-88    0.714088136341923473E+03    0.134483316445711809E+01    0.702625958401618789E+00    0.146480666663503695E+10    0.322412422173601226E+06
    0.395818720841268562E-88    0.711522426382661251E+03    0.805952132119249209E+00    0.906587433141908594E+00    0.157259564834847951E+10    0.427901698188756243E+06
    0.778074653205641972E-88    0.710150694094536675E+03    0.118224864782052963E+01    0.675788016077389031E+00    0.159559110315363526E+10    0.161780263448689802E+06
    0.311116505073402434E-87    0.707358833945427477E+03    0.557974653514008878E+00    0.900338190110085534E+00    0.203135296967021489E+10    0.388674126074761269E+06
    0.561968273493133141E-87    0.706156278067370863E+03    0.935153825458243881E+00    0.573865082397655879E+00    0.165287007914667583E+10    0.413146963515856827E+06
    0.880733739800252351E-87    0.705237658147681486E+03    0.797972681875922407E+00    0.831878996769052304E+00    0.159034389766221857E+10    0.397019573953913001E+06
    0.128283386371956030E-86    0.704465515126742389E+03    0.103772291450951970E+01    0.830021410667655779E+00    0.159788862740771008E+10    0.187169534589833725E+06
    0.146503252437217980E-86    0.704179903413970123E+03    0.122311042347213106E+01    0.680082752489082676E+00    0.154529629117352176E+10    0.285263075651635358E+06
    0.160992120177950338E-86    0.703971287830679557E+03    0.112996899179579757E+01    0.853879413241006802E+00    0.154678301606158400E+10    0.182794247521230718E+06
    0.438137963678920080E-86    0.701948930979570378E+03    0.126906379029029437E+01    0.741202915169254961E+00    0.156985651233150482E+10    0.189876145833466551E+06
    0.126958134188621870E-85    0.699801113726170115E+03    0.615288169400178386E+00    0.924453889944099938E+00    0.182662922220838332E+10    0.420277084633671853E+06
    0.193952456616320163E-85    0.698933602366194691E+03    0.813582381230246621E+00    0.824241044774689513E+00    0.159283172468319345E+10    0.319500912993817765E+06
    0.363430516690672657E-85    0.697657652230437179E+03    0.130108506838403093E+01    0.724724116181721278E+00    0.150997586582197881E+10    0.230065393334760505E+06
    0.272507970796918689E-84    0.693608322571675785E+03    0.103182068809127747E+01    0.612427172394690356E+00    0.149827424951749086E+10    0.389457173193111084E+06
    0.519294039871254867E-84    0.692298717753192136E+03    0.736312487138555460E+00    0.944801061194624037E+00    0.183295033354823470E+10    0.227839732807905733E+06
    0.537499998621481925E-84    0.692209800785414359E+03    0.916132309818675106E+00    0.929887238413470651E+00    0.172294175691579008E+10    0.213774711621254392E+06
    0.174295201287095392E-83    0.689836987272690521E+03    0.107280171656665302E+01    0.592310184105503623E+00    0.154513899032049251E+10    0.236379742383090110E+06
    0.587526823360969884E-83    0.687386644310779047E+03    0.574918249778910484E+00    0.635855947995631166E+00    0.191889715975031066E+10    0.231717448106460302E+06
    0.876050010203629310E-83    0.686567641757139654E+03    0.648273424491295658E+00    0.930238005357350684E+00    0.177796688307787919E+10    0.414265035643813550E+06
    0.518970940167941005E-82    0.682989622149054412E+03    0.125296791867188495E+01    0.788833981068418399E+00    0.145807575991021776E+10    0.347114905056724325E+06
    0.155336457582154678E-81    0.680776960825434116E+03    0.929381255068886469E+00    0.765572942127375811E+00    0.152584128001866126E+10    0.438289894762293668E+06
    0.212887531222393445E-81    0.680126619734671522E+03    0.687450600021174418E+00    0.742984421021313235E+00    0.165845206838639712E+10    0.468211082449723210E+06
    0.274844577378093546E-81    0.679595736212873476E+03    0.863474896680559767E+00    0.705470350813936165E+00    0.176552882758355021E+10    0.395084818069713132E+06
    0.340720697141596648E-81    0.679146021598931384E+03    0.490514240206597951E+00    0.702465793963609642E+00    0.187341836383042216E+10    0.325357841586133523E+06
    0.446713197988029776E-81    0.678584314195422053E+03    0.785626223708675742E+00    0.722970380337737417E+00    0.165464619443928981E+10    0.270321376916521578E+06
    0.442472892717382120E-81    0.678583389335972697E+03    0.517860414402835256E+00    0.667561996413061021E+00    0.201799404541473484E+10    0.226361888206973992E+06
    0.634317295647818062E-81    0.677843049151189916E+03    0.588694230460854340E+00    0.818861707068005096E+00    0.199003666624700212E+10    0.230821461483030027E+06
    0.403485157611274991E-80    0.674122698150491033E+03    0.128266465637136773E+01    0.766866847913412641E+00    0.153721313704678106E+10    0.203406386810325872E+06
