    0.182384486317634575E+01   -0.624942541122436523E+00    0.308827701828422508E+11    0.158038770090642197E+04   -0.234894398982072510E+08   -0.460515351937698814E+01    1
    0.131665854990482334E+01   -0.980092525482177734E+00    0.313544871644719582E+11    0.161175921248682798E+07   -0.219288377862663306E+08   -0.461515351937698259E+01    1
    0.894509866237640394E+00    0.382394552230834961E+00    0.386126389986200943E+11    0.415544542383558201E+04   -0.198878514198351763E+08   -0.462515351937698149E+01    1
    0.862208158969879124E+00   -0.188727688789367676E+01    0.273557503575586815E+11    0.380558360247377863E+02   -0.159542400664631780E+08   -0.463515351937698661E+01    1
    0.131828094184398648E+01   -0.147905516624450684E+01    0.233608813488706741E+11    0.818266534079673704E+02   -0.131854052488837987E+08   -0.464515351937698728E+01    1
    0.120150762736797323E+01    0.106418132781982422E+01    0.249278785469312286E+11    0.337291692757429373E+00   -0.962254617266745493E+07   -0.465515351937698174E+01    1
    0.151145956993103026E+01    0.163750004768371582E+01    0.211443953597301102E+11    0.150687431049463157E+04   -0.839782431651823223E+07   -0.466515351937698153E+01    1
    0.123113211512565623E+01    0.192377209663391113E+01    0.193615683124919052E+11    0.238250338695027982E+06   -0.657085105382922851E+07   -0.467515351937698398E+01    1
    0.140477419316768648E+01   -0.188168764114379883E+01    0.146037113332552185E+11    0.591449908895638873E+04   -0.595995278978788387E+07   -0.468515351937698377E+01    1
    0.678969083428382914E+00    0.354800224304199219E-01    0.203457090638864555E+11    0.221518094987883218E+01   -0.438554136775940750E+07   -0.469515351937698444E+01    1
    0.796725108623504652E+00   -0.574298858642578125E+00    0.174322605486729851E+11    0.595005501213681010E+00   -0.393742078499330208E+07   -0.470515351937698423E+01    1
    0.152388418853282936E+01    0.101532530784606934E+01    0.133804219390118065E+11    0.796256561525206344E+05   -0.308004985014605336E+07   -0.471515351937698135E+01    1
    0.160661087632179256E+01   -0.832962036132812500E+00    0.113073019535389175E+11    0.149786570278554632E+04   -0.260230201278503705E+07   -0.472515351937698025E+01    1
    0.180044709622859944E+01    0.678249120712280273E+00    0.996074194886781502E+10    0.176181654214670635E+00   -0.171389399199129036E+07   -0.473515351937698448E+01    1
    0.427902922630310045E+00   -0.537107467651367188E+00    0.146024446813639297E+11    0.853938526099497430E+01   -0.170306302189992624E+07   -0.474515351937698782E+01    1
    0.467408130764961238E+00   -0.100827503204345703E+01    0.115554603724986439E+11    0.101644312934694042E+03   -0.126448853695912589E+07   -0.475515351937698494E+01    1
    0.740256427526474026E+00    0.131139516830444336E+00    0.102929038151891575E+11    0.259403128436456200E+03   -0.937883928804513882E+06   -0.476515351937698117E+01    1
    0.170512540936470031E+00   -0.877673625946044922E+00    0.117299606878397560E+11    0.462103339914608796E+03   -0.758688494779632776E+06   -0.477515351937698451E+01    1
    0.125174460589885705E+01    0.465564489364624023E+00    0.780936985583336830E+10    0.375738407932410919E+05   -0.722111724451043061E+06   -0.478515351937698341E+01    1
    0.121461880207061768E-01   -0.255287885665893555E+00    0.128991711714272499E+11    0.352333390213171442E+05   -0.555173901280048769E+06   -0.479515351937697876E+01    1
    0.141746889412403099E+01    0.726318359375000000E-02    0.639881584304592514E+10    0.967254926175147967E+00   -0.533094770790566225E+06   -0.480515351937698032E+01    1
    0.370290335416793848E+00   -0.976007461547851562E+00    0.651593469273037720E+10    0.144549412956347060E+07   -0.352898628243231273E+06   -0.481515351937698277E+01    1
    0.384961726069450394E+00   -0.276993751525878906E+00    0.648539357019802952E+10    0.173779813846022898E+04   -0.214469004455440590E+06   -0.482515351937698345E+01    1
    0.151389197170734402E+01    0.494717359542846680E+00    0.450642508117978859E+10    0.365257693641626829E+05   -0.210616191632594971E+06   -0.483515351937698323E+01    1
    0.158248168826103208E+00    0.750907897949218750E+00    0.789474505877909851E+10    0.109657587295133460E+00   -0.172802691354927083E+06   -0.484515351937698480E+01    1
    0.109952265620231637E+01   -0.155617833137512207E+01    0.330494171764882326E+10    0.526832253116924083E+06   -0.159363253805130662E+06   -0.485515351937698814E+01    1
    0.159755624532699592E+00   -0.782821178436279297E+00    0.606922817056154346E+10    0.338364023083202574E+04   -0.148487734623788681E+06   -0.486515351937698437E+01    1
    0.628347797989845303E+00    0.225971221923828125E+00    0.510670263905407810E+10    0.336702218599799394E+02   -0.126913378049178849E+06   -0.487515351937698149E+01    1
    0.146066831171512601E+01   -0.106933307647705078E+01    0.316737495450630331E+10    0.333661252833349863E+03   -0.122513431125429415E+06   -0.488515351937698572E+01    1
    0.183979431152343742E+01   -0.187914943695068359E+01    0.185691842657227850E+10    0.366737646201286971E+01   -0.573009932550709636E+05   -0.489515351937698817E+01    1
    0.310089844465255726E+00    0.652135133743286133E+00    0.463030708591625977E+10    0.115223898432341642E+03   -0.504651859274074159E+05   -0.490515351937698973E+01    1
    0.400931694507598857E+00   -0.208447694778442383E+00    0.385181079291545677E+10    0.945893827831085218E+04   -0.387341001085883981E+05   -0.491515351937698775E+01    1
    0.682806577682495086E+00    0.110092282295227051E+01    0.594724121957559232E+07    0.961905274821228318E+01   -0.371863424994705274E+05   -0.492515351937698220E+01    1
    0.883885440826416069E+00   -0.178711676597595215E+01    0.647324282741471287E+07    0.272001336279528882E+00   -0.371343982672070415E+05   -0.493515351937698199E+01    1
    0.518072472810745199E+00   -0.156720662117004395E+01    0.770636967651981674E+07    0.261804987615773427E+03   -0.371283291849527959E+05   -0.494515351937698799E+01    1
    0.572674774527549779E+00    0.104615688323974609E-01    0.773287778895465471E+07    0.377267828600342003E+01   -0.371174455155897449E+05   -0.495515351937699045E+01    1
    0.143669147491455074E+01   -0.113861489295959473E+01    0.604611241053305008E+07    0.294797212390268406E+02   -0.371105045933434958E+05   -0.496515351937698846E+01    1
    0.304734337925910981E+00    0.106427288055419922E+01    0.975317355338554643E+07    0.139149759464105773E+04   -0.370581909457576476E+05   -0.497515351937698824E+01    1
    0.289530848264694218E+00    0.499969720840454102E+00    0.116139637208870221E+08    0.100581125436391798E-01   -0.370553138231944613E+05   -0.498515351937698359E+01    1
    0.185478666961193084E+01    0.167878055572509766E+01    0.705882136043268815E+07    0.839266277410114947E+00   -0.370153806254061492E+05   -0.499515351937698426E+01    1
    0.822502917051315258E-01   -0.121715974807739258E+01    0.110059154758375250E+08    0.421962948256519667E+04   -0.370086364086086396E+05   -0.500515351937698583E+01    1
    0.490715158581733701E+00   -0.102722835540771484E+01    0.115786889640971255E+08    0.120211183408697053E+01   -0.369956143881410244E+05   -0.501515351937698384E+01    1
    0.110389260530471800E+01    0.125096487998962402E+01    0.970456570710098930E+07    0.412371263134509718E+02   -0.369529367100132731E+05   -0.502515351937698451E+01    1
    0.778191196322441159E+00    0.156000328063964844E+01    0.128923819201848991E+08    0.120361605198119448E+01   -0.368757492501809684E+05   -0.503515351937698608E+01    1
    0.125113730609416951E+01   -0.300806045532226562E+00    0.110448464232540056E+08    0.131551659292086010E+01   -0.368680509289185939E+05   -0.504515351937698409E+01    1
