    0.198656570925654208E+02    0.890048854088441033E-01    0.230526187578942108E+10   -0.146458495330712566E+03
    0.201373275256535322E+02    0.670414173865179208E-01    0.234718877430638838E+10   -0.146061094299447689E+03
    0.194365061464710394E+02   -0.253775937998614864E-01    0.229522363876167440E+10   -0.145265345309492034E+03
    0.205082770731858162E+02    0.112842312343612861E-01    0.238147012689377594E+10   -0.145247625275923411E+03
    0.201122567904781526E+02   -0.708727744725816677E-01    0.235374786127463770E+10   -0.145037035526247763E+03
    0.194087206820806450E+02    0.645127770433369108E-01    0.229163142100936031E+10   -0.144925451513308190E+03
    0.199952618754157108E+02   -0.215381294438881099E-01    0.231639136903967142E+10   -0.144641220071891638E+03
    0.197366161981072636E+02    0.177351251082601635E+00    0.232462753610907125E+10   -0.144553245789082212E+03
    0.194759764293148407E+02    0.923258541213378692E-02    0.230917696435529327E+10   -0.144524083641863399E+03
    0.197672803429880517E+02    0.118369024424309188E+00    0.229552393021806192E+10   -0.144405258907702319E+03
    0.201234755992821377E+02   -0.474799113758734848E-01    0.238951440655417013E+10   -0.144366657404330311E+03
    0.206709031723798802E+02    0.871795026202519807E-01    0.241458189597625494E+10   -0.144284521518214035E+03
    0.201598731477250190E+02    0.332875705118613752E-01    0.233278693601989841E+10   -0.144266111708089340E+03
    0.204415789923391245E+02    0.167804348326683339E-01    0.242926646950575304E+10   -0.144074328347729193E+03
    0.195234461776218140E+02    0.654584448219441839E-01    0.228723496437430906E+10   -0.144034305963995337E+03
    0.201841929263371469E+02    0.300458622684889320E-01    0.242061165348995352E+10   -0.144007098038840894E+03
    0.197058562594099769E+02    0.103906106963584932E+00    0.235895475511568117E+10   -0.143999351833775535E+03
    0.199921290716004698E+02    0.304276688114750726E-01    0.239740902406070185E+10   -0.143996135090792563E+03
    0.195503653665705741E+02    0.310294755417679369E-01    0.232865109062447548E+10   -0.143934699098691482E+03
    0.200399696014316788E+02    0.112560999617837609E+00    0.232183977943287897E+10   -0.143860877061938140E+03
