    0.514358914092535560E+05    0.386344823633876766E+01   -0.786901097830105378E+01
    0.514390067346145806E+05    0.386344848420174092E+01   -0.592893414697592736E+01
    0.514038207152081523E+05    0.386344989345663592E+01   -0.504457606861875885E+01
    0.514111629564708419E+05    0.386344880056093576E+01   -0.460593715311404672E+01
    0.513619538702918508E+05    0.386344917226614415E+01   -0.414608536239657077E+01
    0.513216174775149411E+05    0.386344961158746214E+01   -0.363235009826743527E+01
    0.513990635147870489E+05    0.386344953074738973E+01   -0.312639642624165504E+01
    0.513990635147870489E+05    0.386344953074738973E+01   -0.312639642624165504E+01
    0.513259457509172862E+05    0.386344973420910431E+01   -0.268260867681708337E+01
    0.513386815303743570E+05    0.386344963179109291E+01   -0.261569398336681935E+01
    0.513409857628027239E+05    0.386344962042755213E+01   -0.258080740990636226E+01
    0.513409857628027239E+05    0.386344962042755213E+01   -0.258080740990636226E+01
    0.513818984455093450E+05    0.386344965789275152E+01   -0.256984349648849175E+01
    0.513818984455093450E+05    0.386344965789275152E+01   -0.256984349648849175E+01
    0.512907497058079171E+05    0.386345018063365453E+01   -0.247720401258203893E+01
    0.513785149731186466E+05    0.386344957236497955E+01   -0.242604637411669533E+01
    0.513250001727362978E+05    0.386344985035452693E+01   -0.224407907067599988E+01
    0.513508141268930631E+05    0.386344965124963835E+01   -0.222770268059649545E+01
    0.513435705060717228E+05    0.386344972512457474E+01   -0.215044536856927460E+01
    0.513413569030690633E+05    0.386344980177823949E+01   -0.200340511979439828E+01
    0.513336566035242577E+05    0.386344991163147267E+01   -0.189103785120033585E+01
    0.513094346215193582E+05    0.386345015473990694E+01   -0.187699140620481852E+01
    0.513320344195021244E+05    0.386345020133139272E+01   -0.186313635439248815E+01
    0.513089005868978566E+05    0.386345017224778031E+01   -0.185843821464151215E+01
    0.513324386957331371E+05    0.386345010238817999E+01   -0.177215622365970926E+01
    0.513278510291121420E+05    0.386345004787739077E+01   -0.176982096270627043E+01
    0.513365207889275262E+05    0.386344997467920637E+01   -0.180428790960095098E+01
    0.513365243882853756E+05    0.386345009309142640E+01   -0.181802348564190042E+01
    0.513425183611573448E+05    0.386344995520544021E+01   -0.183893186363008176E+01
    0.513132606682957994E+05    0.386345020127434857E+01   -0.175659013569380762E+01
    0.513178055431781686E+05    0.386345025005024656E+01   -0.173256122351991237E+01
    0.513054462359901809E+05    0.386345024052365504E+01   -0.182653825073475495E+01
    0.513289523826454388E+05    0.386345007387056416E+01   -0.175299300855170737E+01
    0.513213461524636732E+05    0.386345019276872881E+01   -0.172904325331315301E+01
    0.515278041661336974E+05    0.386564315941001224E+01   -0.138573205160838988E+02
    0.514607843835412787E+05    0.385637258209818601E+01   -0.122048138495157001E+02
    0.514119588768730464E+05    0.385417838835561000E+01   -0.114041568712080590E+02
    0.511916927649788704E+05    0.387735921882782009E+01   -0.110850341500813521E+02
    0.511650279973438664E+05    0.387491981538556818E+01   -0.109849010426173255E+02
    0.514257317533927853E+05    0.386418208465662660E+01   -0.102935852186828143E+02
    0.511593380041581477E+05    0.387760322973852656E+01   -0.102565542459060595E+02
    0.512169206845509616E+05    0.387101579383577654E+01   -0.991317261475627554E+01
