    0.513478880426212927E+05    0.386905133384687749E+01   -0.105527920332071723E+02
    0.513564509677159731E+05    0.386905153199142937E+01   -0.101823988131549825E+02
    0.510491939105730125E+05    0.386320000161505961E+01   -0.992149613972185129E+01
    0.511740623967128486E+05    0.386441899494612873E+01   -0.933525916484438412E+01
    0.513289535717702456E+05    0.385807163976276257E+01   -0.927454030545087882E+01
    0.511611757767530435E+05    0.386856481473319613E+01   -0.878555914862733545E+01
    0.510758220755473812E+05    0.387027448445534761E+01   -0.871629961196926040E+01
    0.510257679521818500E+05    0.385978391863054560E+01   -0.866846926920148775E+01
    0.510689280272625110E+05    0.386197986648365132E+01   -0.839941156604223416E+01
    0.513461176084253384E+05    0.386368333366387473E+01   -0.830456665013829287E+01
    0.510983344746764706E+05    0.385343908674580682E+01   -0.818922648121212227E+01
    0.514243633821945768E+05    0.385465558475973102E+01   -0.816577336357163475E+01
    0.512728358682259422E+05    0.387002805194788024E+01   -0.813776127808285032E+01
    0.513641898774413276E+05    0.384880120218741739E+01   -0.764104713558420645E+01
    0.511063704889760047E+05    0.385856381703849260E+01   -0.755281854363844829E+01
    0.511142661284984424E+05    0.386100181106515050E+01   -0.748710225050793543E+01
    0.514205206048397085E+05    0.385611956562126457E+01   -0.733288249598784247E+01
    0.510517914097826142E+05    0.385880723800740011E+01   -0.731207768871227959E+01
    0.511697305526266064E+05    0.385978120015140824E+01   -0.728776173657670423E+01
    0.513401202772949182E+05    0.386734414489369271E+01   -0.727451116477037729E+01
    0.510686179886381506E+05    0.386759041766042833E+01   -0.723110428214398482E+01
    0.511664181202311956E+05    0.386319701044867525E+01   -0.721892937510051880E+01
    0.513812335934271614E+05    0.385489978766271157E+01   -0.721078170439386845E+01
    0.514342557366022374E+05    0.385611970959996730E+01   -0.719120565613405738E+01
    0.512279913394719042E+05    0.386612428051197865E+01   -0.708477303588700735E+01
    0.511266084533785252E+05    0.386441747054675355E+01   -0.706311678386470465E+01
    0.510418723224014393E+05    0.386075936222508043E+01   -0.703749650286109762E+01
    0.514159582644936745E+05    0.385587563638302422E+01   -0.702998855044197768E+01
    0.513027981304605055E+05    0.385880396389032798E+01   -0.696776210414771491E+01
    0.514217733825152609E+05    0.385636362813813971E+01   -0.693274031076474451E+01
    0.511395547557906611E+05    0.386832249121431015E+01   -0.691545665919965113E+01
    0.511737019240584850E+05    0.386636885966233734E+01   -0.684930534652831025E+01
    0.512850933997865723E+05    0.384855791294522076E+01   -0.674462355729233209E+01
    0.512686291864235172E+05    0.386954063735408438E+01   -0.672905398531963339E+01
    0.511670001292190427E+05    0.387027322516190608E+01   -0.668525244279879516E+01
    0.511971812321142643E+05    0.386929773627655793E+01   -0.667011098399805569E+01
    0.511962349013649509E+05    0.386929774475505273E+01   -0.666197971790851717E+01
    0.511255860164092155E+05    0.386441914390154295E+01   -0.661739582449963759E+01
    0.512590726899061774E+05    0.385026663112419643E+01   -0.661527371983997003E+01
    0.513850376796180208E+05    0.385124101943162289E+01   -0.660247198948592029E+01
    0.510591884997716625E+05    0.386319949207611968E+01   -0.655889841782589844E+01
    0.510972893007798048E+05    0.386832260225485625E+01   -0.655723986285041072E+01
    0.512986405341202408E+05    0.385465643825133908E+01   -0.655664633575206146E+01
    0.511605329243545420E+05    0.386856510312126556E+01   -0.649396783825866741E+01
    0.512656559001697897E+05    0.385783045835222005E+01   -0.647107887275965687E+01
    0.513338412703160138E+05    0.385343785400085403E+01   -0.645147320265680779E+01
    0.512051311967682996E+05    0.385246176369318016E+01   -0.643113605228101815E+01
    0.510721558033654583E+05    0.385929571934894566E+01   -0.640308596749782133E+01
    0.511288504468582032E+05    0.386490549740154110E+01   -0.636128288944344966E+01
    0.511317316250756267E+05    0.386832149536281245E+01   -0.634245758577178087E+01
    0.512642387477851662E+05    0.386612555556295767E+01   -0.633765317875624401E+01
    0.514053148337364037E+05    0.385490067085909605E+01   -0.633726296609953188E+01
    0.511735205082464090E+05    0.386832096769036182E+01   -0.627812380273988602E+01
    0.510757541515773846E+05    0.386222249149451935E+01   -0.624963494884462012E+01
    0.512595446015634370E+05    0.385709655650057659E+01   -0.621096164231659564E+01
    0.512904470376844765E+05    0.385246234892286576E+01   -0.619259422528804393E+01
    0.514028117942140452E+05    0.385978027468835627E+01   -0.614491839287386643E+01
    0.513105275999867154E+05    0.386319576117892849E+01   -0.614195683998651631E+01
    0.511490207847893471E+05    0.386807835264534283E+01   -0.611635325946663322E+01
    0.513678997340462520E+05    0.385343732698172303E+01   -0.608882375069649573E+01
    0.513900849310933118E+05    0.385782874947312227E+01   -0.608821038439123008E+01
    0.510882669387570568E+05    0.386710278795630868E+01   -0.607416096772149139E+01
    0.514079106731990105E+05    0.385343641078145360E+01   -0.602981837721530312E+01
    0.512704728762687737E+05    0.386783307230230511E+01   -0.600411074166029479E+01
    0.511213851241580487E+05    0.385343922760714142E+01   -0.599378582721741715E+01
    0.513881452733065453E+05    0.385758478717748110E+01   -0.596539622676186276E+01
    0.510735607496269949E+05    0.386100357093637703E+01   -0.594831200079194033E+01
    0.513336130647623286E+05    0.386661203790863661E+01   -0.594623197061195885E+01
    0.511337131232286774E+05    0.386027140215910913E+01   -0.593468701938026122E+01
    0.513648731371116155E+05    0.386465980461192160E+01   -0.591058316140343543E+01
    0.513689269583050700E+05    0.386124471383519685E+01   -0.590617205338603668E+01
    0.512143709535992821E+05    0.386368457553836908E+01   -0.590161966009888150E+01
    0.513292545311113572E+05    0.386368368582076727E+01   -0.587146016657538183E+01
    0.511222602036179233E+05    0.385734225160102717E+01   -0.586518020740105417E+01
    0.512747776918612799E+05    0.386856432063314060E+01   -0.585813420052588718E+01
    0.511033631455183131E+05    0.385953958738733194E+01   -0.585523267156834937E+01
    0.511995175091089041E+05    0.386612468658052189E+01   -0.584179673162763269E+01
    0.513855991928674848E+05    0.386295184710557438E+01   -0.582752775398552902E+01
    0.511177347142973886E+05    0.386881010791757030E+01   -0.582416571279568096E+01
    0.512117286520110938E+05    0.386954128904612960E+01   -0.581857607549666511E+01
    0.511132429141581524E+05    0.386319785455635456E+01   -0.581150415307297763E+01
    0.513375297900506412E+05    0.386588033085156502E+01   -0.577743727125115125E+01
    0.513521802326999241E+05    0.386051306448503873E+01   -0.576618698564574039E+01
    0.513084006542886855E+05    0.385173007436645864E+01   -0.575608382792938045E+01
    0.511435762923267903E+05    0.386856546440144289E+01   -0.575523336200052427E+01
    0.514010444334430795E+05    0.385489998690230085E+01   -0.574869511308924963E+01
    0.512091359243224069E+05    0.386905348907236446E+01   -0.572975804667908850E+01
    0.510581154651208781E+05    0.386222321260841994E+01   -0.572667490258866785E+01
    0.513012788505433928E+05    0.385880591464399858E+01   -0.571159562685977562E+01
    0.512034902292064653E+05    0.386319672651699531E+01   -0.570587344557669773E+01
    0.511451108473687782E+05    0.386441736773613043E+01   -0.570212612433363297E+01
    0.511381178450074367E+05    0.385343875243942069E+01   -0.569919585194636902E+01
    0.512663405272334712E+05    0.384977829312058484E+01   -0.569870668591475926E+01
    0.511876605445519090E+05    0.386880896279382069E+01   -0.565007509608343472E+01
    0.511227159203134725E+05    0.385880751385650411E+01   -0.564939943875399475E+01
    0.510787581974038840E+05    0.386124661764462385E+01   -0.564602074658999076E+01
    0.512111930300247113E+05    0.385709896342084635E+01   -0.564397647681351167E+01
    0.511135491850786930E+05    0.386100343001601010E+01   -0.564032676933695942E+01
    0.512602391658703418E+05    0.386295219605842455E+01   -0.563399846924337488E+01
    0.513144207471947739E+05    0.385587625902558528E+01   -0.562349101434696674E+01
    0.513504619612647293E+05    0.385978115188777471E+01   -0.560444858490534514E+01
    0.512789100234099969E+05    0.385197439175959788E+01   -0.560398260483648425E+01
    0.513571145477656682E+05    0.385465740221565989E+01   -0.559231183353274908E+01
    0.511476333348250337E+05    0.385880736545714953E+01   -0.559112299125858314E+01
    0.513822208919925761E+05    0.385343623621482267E+01   -0.556437702941737289E+01
    0.513197652271219995E+05    0.385880566669944880E+01   -0.555519359478321739E+01
    0.511609385115401383E+05    0.385783131925576050E+01   -0.555435163695596579E+01
    0.513217040692478549E+05    0.385978155297816450E+01   -0.554368503015701464E+01
    0.510944423147573543E+05    0.386563814897591929E+01   -0.554260910581366861E+01
    0.510665588007361803E+05    0.386368717244974302E+01   -0.553240032057579079E+01
    0.512000236351175045E+05    0.386856569196872790E+01   -0.553219735780267374E+01
    0.514069943373313654E+05    0.385465629101896923E+01   -0.552442359782230064E+01
    0.513052775859543035E+05    0.385416854902812700E+01   -0.551508509920318080E+01
    0.513136339111969937E+05    0.385782981537552772E+01   -0.550453337081350647E+01
    0.512585631294227933E+05    0.386880861168898482E+01   -0.548452614808793726E+01
    0.513684235998394506E+05    0.385977966124606153E+01   -0.547645545813213364E+01
    0.512760559546470613E+05    0.384977811107883916E+01   -0.546484325996458153E+01
    0.510719623937669894E+05    0.385929512676168995E+01   -0.543993004136589065E+01
