    0.364747548103332520E+01   -0.875027894973754883E+01    0.900396570026874542E+10    0.987512469292935791E+00   -0.335376262664795199E-02    0.390708088880909798E+01   -0.271412943899078250E+09   -0.621460743175560815E+01    1
    0.598433881998062134E+01   -0.254287242889404297E+01    0.964994304537773132E+10    0.944749593740266236E+00   -0.537160634994506697E-02    0.486651241784460886E+01   -0.138053956937634647E+09   -0.621660743175561681E+01    1
    0.794433891773223877E+01   -0.962650299072265625E+01    0.800357687175273895E+10    0.759134531045204675E+00   -0.226631760597229004E-02    0.964106261730553094E+01   -0.129785596759325281E+09   -0.621860743175561392E+01    1
    0.620838803052902222E+01    0.406734228134155273E+01    0.847589348912239075E+10    0.943722724920178502E+00    0.856239199638366560E-02    0.990956902504057702E+01   -0.114977272183764920E+09   -0.622060743175561814E+01    1
    0.776414543390274048E+01   -0.565270900726318359E+01    0.982237893164157867E+10    0.509280502845245064E+00   -0.242189168930053572E-02    0.654795825484866878E+01   -0.895302361298923492E+08   -0.622260743175562414E+01    1
    0.378984177112579346E+01    0.900801301002502441E+01    0.596097656488418579E+10    0.835510790364501932E+00   -0.486388206481933733E-02    0.533401191239254580E+01   -0.870024750737985671E+08   -0.622460743175562925E+01    1
    0.510642391443252563E+01   -0.854171276092529297E+01    0.826613834440708160E+10    0.557184159799988366E+00    0.105795681476592990E-01    0.984700858593140005E+01   -0.854989746301782429E+08   -0.622660743175562548E+01    1
    0.219201070070266724E+01   -0.783541679382324219E+01    0.787479345440864563E+10    0.711358785658136594E+00   -0.113625288009643541E-01    0.859324097634768513E+01   -0.839787508250552267E+08   -0.622860743175562526E+01    1
    0.845819920301437378E+01   -0.385859370231628418E+01    0.836901669204235077E+10    0.935061335570153584E+00   -0.100019514560699477E-01    0.791184723379315979E+01   -0.776005060334132314E+08   -0.623060743175562948E+01    1
    0.926596844196319580E+01    0.608494162559509277E+01    0.945027363955974579E+10    0.578600645107447575E+00    0.215435624122619490E-02    0.728609919550748586E+01   -0.687601051480306685E+08   -0.623260743175562393E+01    1
    0.557938104867935181E+01   -0.381281256675720215E+01    0.641689150094985962E+10    0.949942469601868567E+00    0.446839928627014438E-02    0.827343642713366023E+01   -0.632012954813172892E+08   -0.623460743175563081E+01    1
    0.716198629140853882E+01    0.833487987518310547E+01    0.839190282821655273E+10    0.393999636233848316E+00    0.514048337936404143E-03    0.956906557083560827E+01   -0.630252218155540004E+08   -0.623660743175562082E+01    1
    0.603144806623458862E+01    0.791702389717102051E+01    0.915349758684635162E+10    0.344691872662271526E+00    0.254604816436767439E-02    0.503864526753618591E+01   -0.607862995057213530E+08   -0.623860743175562416E+01    1
    0.430680322647094727E+01   -0.824422121047973633E+01    0.930936982929706573E+10    0.694526553184539042E+00   -0.178899824619293199E-01    0.971878826618475777E+01   -0.603756992267550677E+08   -0.624060743175563726E+01    1
