    0.196844671666622162E+01   -0.855583667755126953E+01    0.176612203373029137E+10   -0.454809766279766150E+07   -0.460515351937698814E+01    1
    0.183250242173671718E+01    0.826091289520263672E+01    0.185766714537389684E+10   -0.425400820074330363E+07   -0.461515351937698259E+01    1
    0.981189432740211531E+00   -0.773192882537841797E+01    0.195836819578046870E+10   -0.347131251741654426E+07   -0.462515351937698149E+01    1
    0.181001384258270259E+01   -0.992904663085937500E+01    0.161976357152061129E+10   -0.345702425034681382E+07   -0.463515351937698661E+01    1
    0.120573862493038186E+01    0.935152292251586914E+01    0.181188710051022792E+10   -0.336185457449987438E+07   -0.464515351937698728E+01    1
    0.127230056524276725E+01   -0.534458160400390625E+01    0.202082387953855968E+10   -0.325571613365710340E+07   -0.465515351937698174E+01    1
    0.169598651230335240E+01   -0.694818615913391113E+01    0.160932665554966760E+10   -0.324836505486535281E+07   -0.466515351937698153E+01    1
    0.745843258500099249E+00   -0.924757361412048340E+01    0.212040707343030477E+10   -0.323753113832846796E+07   -0.467515351937698398E+01    1
    0.178522613644599915E+01    0.620072603225708008E+01    0.184545918801784873E+10   -0.301174859025398875E+07   -0.468515351937698377E+01    1
    0.165242083966732034E+01   -0.373474359512329102E+01    0.214478027720050716E+10   -0.278723440052175429E+07   -0.469515351937698444E+01    1
    0.151329059004783639E+01   -0.602833986282348633E+01    0.144768890970479608E+10   -0.208376821336441673E+07   -0.470515351937698423E+01    1
    0.199247440099716178E+01    0.875763297080993652E+01    0.120467043727309632E+10   -0.196461262498799246E+07   -0.471515351937698135E+01    1
    0.176232773363590245E+01   -0.743022680282592773E+01    0.121910498038902330E+10   -0.191766049646574538E+07   -0.472515351937698025E+01    1
    0.850063762068748452E+00   -0.825051546096801758E+01    0.151214486973886824E+10   -0.184935703056251118E+07   -0.473515351937698448E+01    1
    0.763607010245323181E+00   -0.803947210311889648E+01    0.147647093582495427E+10   -0.161843171363609820E+07   -0.474515351937698782E+01    1
    0.818083918094634988E+00   -0.465334653854370117E+01    0.184191605210112739E+10   -0.159818879420298035E+07   -0.475515351937698494E+01    1
    0.124530043900012966E+01   -0.757712721824645996E+01    0.124031617026373243E+10   -0.159696518969304557E+07   -0.476515351937698117E+01    1
    0.940720218420028731E+00   -0.773407578468322754E+01    0.135940153127303767E+10   -0.159667136239145510E+07   -0.477515351937698451E+01    1
    0.305646973848342884E+00   -0.706594824790954590E+01    0.217059582362765026E+10   -0.155859150054991059E+07   -0.478515351937698341E+01    1
    0.380178973078727722E+00   -0.569636583328247070E+01    0.208887855822195458E+10   -0.141344804147547972E+07   -0.479515351937697876E+01    1
    0.190523287057876578E+01    0.713662862777709961E+01    0.110988233646881795E+10   -0.132739942553383671E+07   -0.480515351937698032E+01    1
    0.143604382872581482E+01   -0.850771903991699219E+01    0.105681299652736163E+10   -0.132330932443812839E+07   -0.481515351937698277E+01    1
    0.183362426459789285E+01   -0.340861916542053223E+01    0.149926207950089765E+10   -0.132086220356150018E+07   -0.482515351937698345E+01    1
    0.923077809810638472E+00   -0.435466647148132324E+01    0.167970317124417877E+10   -0.131951952847546339E+07   -0.483515351937698323E+01    1
    0.582487154006958052E+00   -0.921904444694519043E+01    0.148569708435541725E+10   -0.130620038100105710E+07   -0.484515351937698480E+01    1
    0.925328934192657493E+00    0.420456528663635254E+01    0.197574920880567408E+10   -0.114545135028310074E+07   -0.485515351937698814E+01    1
    0.164143359065055838E+01   -0.682259798049926758E+01    0.963097935002991199E+09   -0.109220603816584777E+07   -0.486515351937698437E+01    1
    0.163693285286426549E+01   -0.194498181343078613E+01    0.188076639291287160E+10   -0.107279404338736786E+07   -0.487515351937698149E+01    1
    0.965381583571433999E+00   -0.385654807090759277E+01    0.160548091553503561E+10   -0.103653675948899321E+07   -0.488515351937698572E+01    1
    0.179208341836929330E+01    0.246651172637939453E+01    0.196817181964859223E+10   -0.102838179092823411E+07   -0.489515351937698817E+01    1
    0.180925242602825165E+01    0.482658624649047852E+01    0.128145921103308153E+10   -0.990925747562156408E+06   -0.490515351937698973E+01    1
    0.182066042423248287E+01    0.400727748870849609E+01    0.138057188246631956E+10   -0.898890461156625417E+06   -0.491515351937698775E+01    1
    0.396781364083290067E+00    0.628382802009582520E+01    0.182429258134549999E+10   -0.892458249586630613E+06   -0.492515351937698220E+01    1
    0.855104383826255865E+00   -0.744010210037231445E+01    0.105000978707320988E+10   -0.886236447262404952E+06   -0.493515351937698199E+01    1
    0.893299925327301070E+00    0.916579604148864746E+01    0.104518707814386117E+10   -0.880542198987288168E+06   -0.494515351937698799E+01    1
    0.117183042466640464E+01    0.547160267829895020E+01    0.128581830146439385E+10   -0.864821618105204776E+06   -0.495515351937699045E+01    1
    0.713126754760742165E+00   -0.427788376808166504E+01    0.149364810649186087E+10   -0.847724625279732631E+06   -0.496515351937698846E+01    1
    0.109525953531265263E+01    0.361529946327209473E+01    0.165502291675745726E+10   -0.755668634783984977E+06   -0.497515351937698824E+01    1
    0.547753146290779092E+00    0.567925810813903809E+01    0.150215893450781178E+10   -0.696766641141682398E+06   -0.498515351937698359E+01    1
    0.615157398581504866E+00   -0.745572924613952637E+01    0.103035947734623170E+10   -0.661010963606182951E+06   -0.499515351937698426E+01    1
    0.365635114908218373E+00    0.802514791488647461E+01    0.136670802774386168E+10   -0.638250696615990484E+06   -0.500515351937698583E+01    1
    0.406339344382286027E+00    0.533066749572753906E+01    0.175662487549729109E+10   -0.632428093009755947E+06   -0.501515351937698384E+01    1
    0.416390368342399564E+00    0.660451650619506836E+01    0.143700696164528894E+10   -0.628643288991071167E+06   -0.502515351937698451E+01    1
    0.406371423602104154E+00    0.550740718841552734E+01    0.163577198359125614E+10   -0.626189338518160046E+06   -0.503515351937698608E+01    1
    0.106371973454952240E+01   -0.598768234252929688E+01    0.891086701888598561E+09   -0.624896892110920046E+06   -0.504515351937698409E+01    1
    0.154390520751476279E+01    0.819302797317504883E+00    0.208728128601140451E+10   -0.603101771310717100E+06   -0.505515351937698298E+01    1
    0.172485223114490505E+01    0.557304501533508301E+01    0.913688864273696542E+09   -0.587532767939608078E+06   -0.506515351937698455E+01    1
    0.575668692588806152E+00   -0.329090595245361328E+01    0.166431681771355462E+10   -0.581911916694148094E+06   -0.507515351937697989E+01    1
    0.141622805297374721E+01   -0.378660321235656738E+01    0.101890662603961062E+10   -0.562262285931623308E+06   -0.508515351937698501E+01    1
