

    0.300910688552928570E-98    0.692741856549598879E+03    0.720649676283734553E+00    0.494803947024930579E+00    0.307367985066883659E+10
    0.118222219311592568E-97    0.689985181237618008E+03    0.579279380127768473E+00    0.316651911009371290E+00    0.354816862480582047E+10
    0.146005764814047853E-96    0.684937850975607603E+03    0.766809491179760938E+00    0.389176861506077998E+00    0.318293178582141209E+10
    0.156615461024637705E-96    0.684777556171346532E+03    0.431000293171027338E+00    0.615527116156741272E+00    0.397156873320000362E+10
    0.669909072574341359E-96    0.681850859206321502E+03    0.535015187872947440E+00    0.213153646582034284E+00    0.373904463248992062E+10
    0.487379543040738977E-95    0.677861886664117947E+03    0.104762351383080932E+00    0.661636910183776905E+00    0.832441384099299049E+10
    0.130808382084789123E-93    0.671262165589182700E+03    0.105377749187684139E+00    0.385507347651937948E+00    0.874707367831038857E+10
    0.168954918489708805E-93    0.670730368779878518E+03    0.196299504083429111E+00    0.361877795717951756E+00    0.655475322307369709E+10
    0.246721294120250164E-93    0.669953113958235349E+03    0.451317922223699430E+00    0.205992196773632230E+00    0.387526897622871017E+10
    0.786062215764391424E-93    0.667615560741130139E+03    0.475008401809643266E+00    0.346129409281306977E+00    0.363642674875452423E+10
    0.240678007229473671E-92    0.665357542502435081E+03    0.958290538494738220E-01    0.252587397309175898E+00    0.901842107076231384E+10
    0.273259558933719590E-92    0.665083618225930650E+03    0.139939589627528116E+00    0.523172997868039502E+00    0.669715690079891205E+10
    0.371549649002044680E-92    0.664449097443733649E+03    0.457181074794363318E+00    0.545408549341175330E+00    0.436611694170695877E+10
    0.115835789926411348E-91    0.662154945089361036E+03    0.143496817379480585E+00    0.565421398295866240E+00    0.717590392306693554E+10
    0.172491051632338258E-88    0.647523090978554478E+03    0.311648854074179416E+00    0.500605997820816384E+00    0.447449680355438328E+10
    0.670670080156249357E-87    0.640182056849158357E+03    0.558615220384822697E+00    0.123480191344460977E+00    0.383823586662442780E+10
    0.315662226900484639E-86    0.637064095848260081E+03    0.560544066511984185E+00    0.806452851910137269E+00    0.349018620990186977E+10
    0.132396908780869116E-85    0.634176662550344076E+03    0.664661740289271719E+00    0.583148863983542043E+00    0.340465773796309471E+10
    0.186307533305996374E-85    0.633473473715221530E+03    0.461208329796880034E+00    0.253665018156974398E+00    0.401994184207652187E+10
    0.258945725242359408E-85    0.632795034172269766E+03    0.687699043738560167E+00    0.262093684858736964E+00    0.321150909812745333E+10
    0.225510367598404384E-84    0.628446368687799577E+03    0.208569236992169893E+00    0.231439540491926721E+00    0.548493322489306641E+10
    0.152264200121089029E-83    0.624606696428299529E+03    0.393501226186657505E+00    0.567233686307881513E+00    0.399937461978156567E+10
    0.213254813694136666E-83    0.623912955251423796E+03    0.555320877987337425E+00    0.506622423207081951E+00    0.386252465604990196E+10
    0.727624499763327700E-83    0.621438360533477066E+03    0.934076281246498386E-01    0.500546025968803932E+00    0.858586194445170116E+10
    0.211759133987467211E-81    0.614676691461067435E+03    0.462525400004408671E+00    0.210251536772025460E+00    0.409420926869792652E+10
    0.110034433109090768E-79    0.606755663335575719E+03    0.473175847302379160E+00    0.236980326675389819E+00    0.412729196857225895E+10
    0.180263500271804414E-79    0.605748410684030887E+03    0.153547977978611583E+00    0.396389936353420680E+00    0.731237707725613594E+10
    0.271938351082856320E-79    0.604906099245370683E+03    0.976178423006696661E-01    0.504990679592863145E+00    0.827163371407624340E+10
    0.296946040452376902E-78    0.600104978959099071E+03    0.352799497213458768E+00    0.377191406575974497E+00    0.489756379396766663E+10
    0.977690164580161818E-78    0.597701694210317669E+03    0.690388749236847676E-01    0.518897839321418530E+00    0.102593679757658253E+11
    0.252973456083262704E-76    0.591175170334646054E+03    0.240872653064471420E+00    0.393552516498051119E+00    0.583019459919914722E+10
    0.571516000088085631E-76    0.589525154508763876E+03    0.467188465292196653E+00    0.384067911787610683E+00    0.419226776878985691E+10
    0.164146957752181258E-75    0.587395045060899861E+03    0.290903960551431140E+00    0.638889052474878483E+00    0.484727964181034470E+10
    0.626604241009162643E-75    0.584695938988204716E+03    0.393992978721344478E+00    0.410116201808989445E+00    0.467926913609582138E+10
    0.105840486304157045E-74    0.583627532866769457E+03    0.270814813187018000E+00    0.501545089600286431E+00    0.559573926288671684E+10
    0.316691444252265488E-74    0.581415543220037421E+03    0.674926985164241017E-01    0.584809291903169992E+00    0.998523068458775902E+10
    0.383335443754046113E-74    0.581013578219544002E+03    0.459897989733244639E+00    0.385177635958289244E+00    0.388215441932072067E+10
    0.712700041016616072E-74    0.579753277831665059E+03    0.246160208833288818E+00    0.630822068656456736E+00    0.516686058857954884E+10
    0.831763322105768063E-73    0.574819133046335764E+03    0.664706724517633130E+00    0.621685138822599015E+00    0.339328839874384594E+10
    0.124967040047723273E-72    0.573984958677977602E+03    0.169210912618988907E+00    0.568927316973542929E+00    0.621727392591734028E+10
    0.405782031768988243E-72    0.571609426428061170E+03    0.189915159188982385E+00    0.416271294492364774E+00    0.597235951289236069E+10
    0.741681377121229821E-71    0.565778049057705857E+03    0.177085293687558487E+00    0.575096769481021397E+00    0.612943470211294460E+10
    0.861443272583550277E-71    0.565458670124743094E+03    0.244494344350754789E+00    0.581872627130483266E+00    0.566792768972358227E+10
    0.110570209733025977E-70    0.564939416949055726E+03    0.270766649142814397E+00    0.528122062942264492E+00    0.558693286278160667E+10
