    0.924953744317854154E+00    0.455486696664577195E+00    0.645343550978549719E+09   -0.622111915286213204E+02
    0.942944930360051226E+00    0.412819025585699606E+00    0.640267785626685262E+09   -0.620727344523808711E+02
    0.935838269001657230E+00    0.403403242138027807E+00    0.642921923130747795E+09   -0.616262888506700222E+02
    0.877262958159838124E+00    0.307597976495770808E+00    0.660509213019491434E+09   -0.615431932559372044E+02
    0.833763382393341246E+00    0.488149319198857512E+00    0.670164341439220667E+09   -0.614529256021430399E+02
    0.850941636449136563E+00    0.399544880281775150E+00    0.668656768875379801E+09   -0.611159479795834244E+02
    0.832391698199431596E+00    0.422842126368944804E+00    0.679299517123263478E+09   -0.611152212052221913E+02
    0.920430792124110497E+00    0.390366614846746174E+00    0.636908473226657033E+09   -0.609290954525063597E+02
    0.920554732456385305E+00    0.512848106474413257E+00    0.638618705612981915E+09   -0.609231482316960609E+02
    0.852236614357879563E+00    0.547544581706878475E+00    0.665238877550153613E+09   -0.608489890427328532E+02
    0.956432232636019175E+00    0.475702701968227615E+00    0.633795559722860813E+09   -0.608418242472873914E+02
    0.908522520792038546E+00    0.434878255015247461E+00    0.649675635328530550E+09   -0.606653227312013996E+02
    0.860114734063871400E+00    0.556861768621226716E+00    0.671829046903753757E+09   -0.606519825438525828E+02
    0.824958840973862295E+00    0.513991591699099359E+00    0.677453579260234833E+09   -0.605924080742763920E+02
    0.956867866612552409E+00    0.495224094227989298E+00    0.632380892437011003E+09   -0.605189392534282931E+02
    0.889178813723792372E+00    0.564043365861133239E+00    0.659768505913409829E+09   -0.604875383714304604E+02
    0.933581327161970953E+00    0.436796492230264732E+00    0.634261311166067362E+09   -0.604839377276363592E+02
    0.902046610407898242E+00    0.532220590139068861E+00    0.647820754675606489E+09   -0.603977396822503678E+02
    0.931013301312355823E+00    0.447904801574125599E+00    0.636674255956937432E+09   -0.603221701761966500E+02
    0.908390592293370380E+00    0.499981179622741578E+00    0.643139523972082734E+09   -0.603110043117093966E+02
    0.927266748580703237E+00    0.487855760977238262E+00    0.646081110935328722E+09   -0.602580220131140436E+02
    0.855783850557011005E+00    0.457602467729909534E+00    0.671833907611319423E+09   -0.602573319295515901E+02
    0.894747033513521473E+00    0.553907948256512128E+00    0.657869014156284928E+09   -0.602461470283265896E+02
    0.933372526936719016E+00    0.431663910558015118E+00    0.645303084953527808E+09   -0.600414643221024278E+02
    0.850348463417521572E+00    0.467910778719710763E+00    0.671802045143185139E+09   -0.599891317082156093E+02
    0.941878202184211255E+00    0.521880077213159765E+00    0.640831150726035595E+09   -0.599651335376985628E+02
    0.856672109072893262E+00    0.531896659740523248E+00    0.664635238859176993E+09   -0.599169045551426720E+02
    0.899779059418804650E+00    0.529474992533886635E+00    0.657218448069447637E+09   -0.598380972507519147E+02
    0.919916170007810674E+00    0.484379638984357541E+00    0.651699001360357642E+09   -0.598318339084665780E+02
    0.932596333068817507E+00    0.413791840815388667E+00    0.638366993202084541E+09   -0.598195316896536440E+02
    0.936842862832599432E+00    0.438142806510352756E+00    0.640642642495924592E+09   -0.598107537645769582E+02
    0.851104655374803287E+00    0.514941394375412642E+00    0.674498595298430800E+09   -0.598006579156178049E+02
    0.916592572585534171E+00    0.436544271516472904E+00    0.646765914513782740E+09   -0.597616965883797349E+02
    0.883186574695307480E+00    0.480559291637154828E+00    0.660478690890303254E+09   -0.597343232322395039E+02
    0.929868801682686930E+00    0.531045997116148527E+00    0.640207677680964231E+09   -0.596541646821318921E+02
    0.895925750011043687E+00    0.514317600292102384E+00    0.649391529967411399E+09   -0.596047866106290201E+02
    0.903032865900890824E+00    0.456093104316915188E+00    0.654113178897413254E+09   -0.595592459737794471E+02
    0.853874974544605925E+00    0.578073226887878988E+00    0.673437080272634149E+09   -0.595574185364188082E+02
    0.875424616739483907E+00    0.486430489420346390E+00    0.661208654735173464E+09   -0.594580856936728566E+02
    0.885679097252489056E+00    0.403732752086929381E+00    0.652162689330730677E+09   -0.594530557848442669E+02
    0.898069359707055592E+00    0.441746890655991820E+00    0.646058382671301961E+09   -0.594380223354757149E+02
    0.890811977134163491E+00    0.454367269013955521E+00    0.652990965450342536E+09   -0.594343693540485134E+02
    0.893494151141749016E+00    0.350800277451687847E+00    0.654359769576642036E+09   -0.593486790807124578E+02
